,.Sex,.Age,.Educ,.Race,.CD,.freq,cfreq.pct,cpercent.pct
1,1,1,1,1,1,18556,536069,0.034614947
2,1,1,2,1,1,11177,536069,0.020849928
3,1,1,3,1,1,1785,536069,0.003329795
4,1,2,1,2,1,13457,536069,0.025103112
5,1,2,2,2,1,9103,536069,0.016981023
6,1,2,3,2,1,7436,536069,0.013871349
7,1,3,1,2,1,12490,536069,0.023299239
8,1,3,2,2,1,9250,536069,0.017255241
9,1,3,3,2,1,7184,536069,0.01340126
10,1,4,1,2,1,28768,536069,0.053664733
11,1,4,2,2,1,17672,536069,0.032965906
12,1,4,3,2,1,15879,536069,0.029621187
13,1,5,1,2,1,15551,536069,0.029009325
14,1,5,2,2,1,8118,536069,0.015143573
15,1,5,3,2,1,11095,536069,0.020696963
16,1,2,1,3,1,7945,536069,0.014820853
17,1,2,2,3,1,3865,536069,0.007209893
18,1,2,3,3,1,1314,536069,0.002451177
19,1,3,1,3,1,7374,536069,0.013755692
20,1,3,2,3,1,3928,536069,0.007327415
21,1,3,3,3,1,1270,536069,0.002369098
22,1,4,1,3,1,16986,536069,0.031686219
23,1,4,2,3,1,7505,536069,0.014000063
24,1,4,3,3,1,2807,536069,0.005236266
25,1,5,1,3,1,9182,536069,0.017128392
26,1,5,2,3,1,3448,536069,0.006432008
27,1,5,3,3,1,1961,536069,0.003658111
28,0,1,1,1,1,15167,536069,0.028293
29,0,1,2,1,1,13683,536069,0.025524699
30,0,1,3,1,1,2665,536069,0.004971375
31,0,2,1,2,1,9962,536069,0.018583429
32,0,2,2,2,1,11460,536069,0.021377845
33,0,2,3,2,1,9523,536069,0.017764504
34,0,3,1,2,1,9496,536069,0.017714138
35,0,3,2,2,1,10605,536069,0.019782901
36,0,3,3,2,1,9757,536069,0.018201015
37,0,4,1,2,1,26931,536069,0.050237936
38,0,4,2,2,1,21775,536069,0.040619771
39,0,4,3,2,1,17501,536069,0.032646917
40,0,5,1,2,1,23408,536069,0.043666021
41,0,5,2,2,1,9947,536069,0.018555447
42,0,5,3,2,1,8667,536069,0.016167695
43,0,2,1,3,1,5417,536069,0.010105042
44,0,2,2,3,1,5721,536069,0.010672134
45,0,2,3,3,1,3271,536069,0.006101826
46,0,3,1,3,1,5163,536069,0.009631223
47,0,3,2,3,1,5294,536069,0.009875594
48,0,3,3,3,1,3352,536069,0.006252926
49,0,4,1,3,1,14643,536069,0.027315513
50,0,4,2,3,1,10871,536069,0.020279106
51,0,4,3,3,1,6012,536069,0.011214974
52,0,5,1,3,1,12728,536069,0.023743212
53,0,5,2,3,1,4966,536069,0.009263733
54,0,5,3,3,1,2978,536069,0.005555255
55,1,1,1,1,2,18908,525595,0.035974467
56,1,1,2,1,2,13182,525595,0.025080147
57,1,1,3,1,2,1689,525595,0.003213501
58,1,2,1,2,2,13154,525595,0.025026874
59,1,2,2,2,2,9851,525595,0.018742568
60,1,2,3,2,2,6678,525595,0.0127056
61,1,3,1,2,2,12627,525595,0.024024201
62,1,3,2,2,2,8338,525595,0.015863926
63,1,3,3,2,2,6791,525595,0.012920595
64,1,4,1,2,2,25856,525595,0.049193771
65,1,4,2,2,2,16323,525595,0.031056232
66,1,4,3,2,2,14128,525595,0.026880012
67,1,5,1,2,2,14157,525595,0.026935188
68,1,5,2,2,2,7496,525595,0.014261932
69,1,5,3,2,2,8735,525595,0.01661926
70,1,2,1,3,2,8981,525595,0.017087301
71,1,2,2,3,2,4447,525595,0.008460887
72,1,2,3,3,2,1840,525595,0.003500794
73,1,3,1,3,2,8621,525595,0.016402363
74,1,3,2,3,2,3764,525595,0.007161408
75,1,3,3,3,2,1871,525595,0.003559775
76,1,4,1,3,2,17652,525595,0.033584794
77,1,4,2,3,2,7369,525595,0.014020301
78,1,4,3,3,2,3892,525595,0.007404941
79,1,5,1,3,2,9666,525595,0.018390586
80,1,5,2,3,2,3384,525595,0.006438417
81,1,5,3,3,2,2406,525595,0.004577669
82,0,1,1,1,2,13911,525595,0.026467147
83,0,1,2,1,2,14615,525595,0.027806581
84,0,1,3,1,2,2871,525595,0.005462381
85,0,2,1,2,2,10430,525595,0.019844177
86,0,2,2,2,2,11057,525595,0.02103711
87,0,2,3,2,2,8297,525595,0.015785919
88,0,3,1,2,2,10386,525595,0.019760462
89,0,3,2,2,2,10084,525595,0.019185875
90,0,3,3,2,2,8172,525595,0.015548093
91,0,4,1,2,2,25727,525595,0.048948335
92,0,4,2,2,2,19312,525595,0.03674312
93,0,4,3,2,2,13977,525595,0.026592719
94,0,5,1,2,2,23390,525595,0.044501945
95,0,5,2,2,2,9054,525595,0.017226191
96,0,5,3,2,2,5856,525595,0.011141659
97,0,2,1,3,2,6269,525595,0.011927435
98,0,2,2,3,2,6006,525595,0.011427049
99,0,2,3,3,2,4051,525595,0.007707455
100,0,3,1,3,2,6243,525595,0.011877967
101,0,3,2,3,2,5478,525595,0.010422474
102,0,3,3,3,2,3990,525595,0.007591396
103,0,4,1,3,2,15463,525595,0.029419991
104,0,4,2,3,2,10491,525595,0.019960236
105,0,4,3,3,2,6823,525595,0.012981478
106,0,5,1,3,2,14059,525595,0.026748732
107,0,5,2,3,2,4919,525595,0.009358917
108,0,5,3,3,2,2858,525595,0.005437647
109,1,1,1,1,3,18308,544463,0.033625793
110,1,1,2,1,3,19506,544463,0.035826126
111,1,1,3,1,3,2479,544463,0.00455311
112,1,2,1,2,3,13629,544463,0.025032004
113,1,2,2,2,3,10992,544463,0.0201887
114,1,2,3,2,3,6911,544463,0.012693241
115,1,3,1,2,3,13664,544463,0.025096288
116,1,3,2,2,3,9481,544463,0.017413488
117,1,3,3,2,3,7763,544463,0.014258085
118,1,4,1,2,3,31027,544463,0.056986425
119,1,4,2,2,3,18862,544463,0.034643309
120,1,4,3,2,3,13384,544463,0.024582019
121,1,5,1,2,3,16152,544463,0.029665928
122,1,5,2,2,3,8544,544463,0.015692526
123,1,5,3,2,3,7981,544463,0.01465848
124,1,2,1,3,3,6902,544463,0.012676711
125,1,2,2,3,3,3719,544463,0.006830584
126,1,2,3,3,3,1794,544463,0.00329499
127,1,3,1,3,3,6919,544463,0.012707934
128,1,3,2,3,3,3207,544463,0.005890207
129,1,3,3,3,3,2016,544463,0.003702731
130,1,4,1,3,3,15711,544463,0.028855955
131,1,4,2,3,3,6381,544463,0.011719805
132,1,4,3,3,3,3476,544463,0.006384272
133,1,5,1,3,3,8179,544463,0.015022141
134,1,5,2,3,3,2890,544463,0.005307982
135,1,5,3,3,3,2073,544463,0.003807421
136,0,1,1,1,3,14674,544463,0.026951326
137,0,1,2,1,3,20863,544463,0.03831849
138,0,1,3,1,3,3664,544463,0.006729567
139,0,2,1,2,3,11046,544463,0.02028788
140,0,2,2,2,3,12418,544463,0.022807794
141,0,2,3,2,3,8305,544463,0.015253562
142,0,3,1,2,3,11145,544463,0.020469711
143,0,3,2,2,3,11534,544463,0.021184176
144,0,3,3,2,3,8575,544463,0.015749463
145,0,4,1,2,3,30688,544463,0.056363793
146,0,4,2,2,3,21693,544463,0.039842928
147,0,4,3,2,3,14131,544463,0.025954013
148,0,5,1,2,3,26879,544463,0.049367909
149,0,5,2,2,3,8747,544463,0.016065371
150,0,5,3,2,3,5775,544463,0.010606781
151,0,2,1,3,3,4726,544463,0.008680112
152,0,2,2,3,3,5026,544463,0.009231114
153,0,2,3,3,3,3665,544463,0.006731403
154,0,3,1,3,3,4769,544463,0.008759089
155,0,3,2,3,3,4668,544463,0.008573585
156,0,3,3,3,3,3785,544463,0.006951804
157,0,4,1,3,3,13130,544463,0.024115505
158,0,4,2,3,3,8780,544463,0.016125981
159,0,4,3,3,3,6237,544463,0.011455324
160,0,5,1,3,3,11501,544463,0.021123566
161,0,5,2,3,3,3540,544463,0.006501819
162,0,5,3,3,3,2549,544463,0.004681677
163,1,1,1,1,4,16666,527357,0.03160288
164,1,1,2,1,4,11624,527357,0.022041994
165,1,1,3,1,4,1045,527357,0.00198158
166,1,2,1,2,4,18535,527357,0.035146969
167,1,2,2,2,4,11208,527357,0.021253155
168,1,2,3,2,4,5629,527357,0.010673984
169,1,3,1,2,4,19324,527357,0.036643109
170,1,3,2,2,4,11501,527357,0.021808756
171,1,3,3,2,4,5907,527357,0.011201141
172,1,4,1,2,4,43675,527357,0.08281866
173,1,4,2,2,4,22101,527357,0.041908991
174,1,4,3,2,4,12706,527357,0.024093735
175,1,5,1,2,4,25477,527357,0.048310727
176,1,5,2,2,4,10426,527357,0.019770288
177,1,5,3,2,4,8362,527357,0.015856431
178,1,2,1,3,4,3460,527357,0.00656102
179,1,2,2,3,4,1590,527357,0.003015035
180,1,2,3,3,4,485,527357,0.000919681
181,1,3,1,3,4,3607,527357,0.006839769
182,1,3,2,3,4,1632,527357,0.003094678
183,1,3,3,3,4,508,527357,0.000963294
184,1,4,1,3,4,8153,527357,0.015460115
185,1,4,2,3,4,3136,527357,0.005946636
186,1,4,3,3,4,1094,527357,0.002074496
187,1,5,1,3,4,4756,527357,0.009018559
188,1,5,2,3,4,1479,527357,0.002804552
189,1,5,3,3,4,720,527357,0.001365299
190,0,1,1,1,4,13073,527357,0.024789659
191,0,1,2,1,4,13144,527357,0.024924292
192,0,1,3,1,4,1857,527357,0.003521334
193,0,2,1,2,4,14062,527357,0.026665049
194,0,2,2,2,4,14068,527357,0.026676426
195,0,2,3,2,4,7490,527357,0.014202902
196,0,3,1,2,4,15193,527357,0.028809706
197,0,3,2,2,4,14532,527357,0.027556285
198,0,3,3,2,4,8132,527357,0.015420294
199,0,4,1,2,4,39444,527357,0.074795632
200,0,4,2,2,4,28355,527357,0.053768131
201,0,4,3,2,4,14765,527357,0.027998111
202,0,5,1,2,4,37871,527357,0.071812833
203,0,5,2,2,4,12308,527357,0.023339028
204,0,5,3,2,4,6658,527357,0.012625224
205,0,2,1,3,4,2544,527357,0.004824057
206,0,2,2,3,4,1661,527357,0.003149669
207,0,2,3,3,4,837,527357,0.00158716
208,0,3,1,3,4,2749,527357,0.005212788
209,0,3,2,3,4,1716,527357,0.003253963
210,0,3,3,3,4,909,527357,0.00172369
211,0,4,1,3,4,7136,527357,0.01353163
212,0,4,2,3,4,3347,527357,0.006346744
213,0,4,3,3,4,1651,527357,0.003130707
214,0,5,1,3,4,6852,527357,0.012993096
215,0,5,2,3,4,1453,527357,0.002755249
216,0,5,3,3,4,744,527357,0.001410809
217,1,1,1,1,5,16346,546889,0.029889063
218,1,1,2,1,5,15054,546889,0.02752661
219,1,1,3,1,5,1991,546889,0.003640593
220,1,2,1,2,5,14192,546889,0.025950421
221,1,2,2,2,5,10923,546889,0.019972974
222,1,2,3,2,5,10147,546889,0.018554039
223,1,3,1,2,5,12528,546889,0.022907756
224,1,3,2,2,5,9742,546889,0.017813487
225,1,3,3,2,5,11239,546889,0.020550788
226,1,4,1,2,5,28461,546889,0.052041639
227,1,4,2,2,5,19216,546889,0.035136929
228,1,4,3,2,5,26048,546889,0.047629409
229,1,5,1,2,5,14233,546889,0.026025391
230,1,5,2,2,5,8088,546889,0.014789107
231,1,5,3,2,5,13183,546889,0.02410544
232,1,2,1,3,5,4970,546889,0.009087767
233,1,2,2,3,5,3442,546889,0.006293782
234,1,2,3,3,5,2293,546889,0.004192807
235,1,3,1,3,5,4387,546889,0.008021738
236,1,3,2,3,5,3070,546889,0.005613571
237,1,3,3,3,5,2540,546889,0.004644453
238,1,4,1,3,5,9968,546889,0.018226733
239,1,4,2,3,5,6055,546889,0.011071717
240,1,4,3,3,5,5886,546889,0.010762696
241,1,5,1,3,5,4984,546889,0.009113367
242,1,5,2,3,5,2549,546889,0.004660909
243,1,5,3,3,5,2979,546889,0.005447175
244,0,1,1,1,5,13121,546889,0.023992072
245,0,1,2,1,5,16138,546889,0.02950873
246,0,1,3,1,5,3235,546889,0.005915277
247,0,2,1,2,5,10878,546889,0.019890691
248,0,2,2,2,5,12075,546889,0.022079435
249,0,2,3,2,5,11324,546889,0.020706213
250,0,3,1,2,5,10900,546889,0.019930918
251,0,3,2,2,5,11464,546889,0.020962206
252,0,3,3,2,5,11469,546889,0.020971349
253,0,4,1,2,5,29313,546889,0.053599542
254,0,4,2,2,5,23179,546889,0.042383372
255,0,4,3,2,5,23184,546889,0.042392515
256,0,5,1,2,5,25695,546889,0.04698394
257,0,5,2,2,5,11617,546889,0.02124197
258,0,5,3,2,5,8082,546889,0.014778136
259,0,2,1,3,5,3433,546889,0.006277325
260,0,2,2,3,5,3760,546889,0.006875253
261,0,2,3,3,5,3835,546889,0.007012392
262,0,3,1,3,5,3440,546889,0.006290125
263,0,3,2,3,5,3570,546889,0.006527833
264,0,3,3,3,5,3884,546889,0.00710199
265,0,4,1,3,5,9250,546889,0.016913853
266,0,4,2,3,5,7218,546889,0.013198291
267,0,4,3,3,5,7850,546889,0.014353918
268,0,5,1,3,5,8108,546889,0.014825678
269,0,5,2,3,5,3617,546889,0.006613774
270,0,5,3,3,5,2736,546889,0.005002843
271,1,1,1,1,6,14003,530428,0.026399436
272,1,1,2,1,6,11419,530428,0.021527898
273,1,1,3,1,6,2375,530428,0.004477516
274,1,2,1,2,6,12409,530428,0.023394316
275,1,2,2,2,6,10396,530428,0.019599267
276,1,2,3,2,6,13523,530428,0.025494506
277,1,3,1,2,6,11656,530428,0.021974707
278,1,3,2,2,6,10752,530428,0.020270423
279,1,3,3,2,6,15282,530428,0.028810696
280,1,4,1,2,6,24406,530428,0.0460119
281,1,4,2,2,6,20694,530428,0.039013778
282,1,4,3,2,6,27374,530428,0.051607381
283,1,5,1,2,6,13482,530428,0.02541721
284,1,5,2,2,6,8011,530428,0.015102898
285,1,5,3,2,6,13216,530428,0.024915728
286,1,2,1,3,6,4226,530428,0.007967151
287,1,2,2,3,6,2613,530428,0.004926211
288,1,2,3,3,6,2210,530428,0.004166447
289,1,3,1,3,6,3969,530428,0.007482637
290,1,3,2,3,6,2702,530428,0.005094
291,1,3,3,3,6,2498,530428,0.004709404
292,1,4,1,3,6,8311,530428,0.015668479
293,1,4,2,3,6,5201,530428,0.009805289
294,1,4,3,3,6,4475,530428,0.008436583
295,1,5,1,3,6,4591,530428,0.008655275
296,1,5,2,3,6,2013,530428,0.003795049
297,1,5,3,3,6,2160,530428,0.004072183
298,0,1,1,1,6,9442,530428,0.017800719
299,0,1,2,1,6,14050,530428,0.026488044
300,0,1,3,1,6,3427,530428,0.00646082
301,0,2,1,2,6,9184,530428,0.01731432
302,0,2,2,2,6,11621,530428,0.021908723
303,0,2,3,2,6,16607,530428,0.031308679
304,0,3,1,2,6,9891,530428,0.018647206
305,0,3,2,2,6,11309,530428,0.021320519
306,0,3,3,2,6,16965,530428,0.031983606
307,0,4,1,2,6,25292,530428,0.047682249
308,0,4,2,2,6,23882,530428,0.045024018
309,0,4,3,2,6,26496,530428,0.049952114
310,0,5,1,2,6,24425,530428,0.04604772
311,0,5,2,2,6,11900,530428,0.022434713
312,0,5,3,2,6,9500,530428,0.017910065
313,0,2,1,3,6,2540,530428,0.004788586
314,0,2,2,3,6,3182,530428,0.005998929
315,0,2,3,3,6,4146,530428,0.007816329
316,0,3,1,3,6,2736,530428,0.005158099
317,0,3,2,3,6,3096,530428,0.005836796
318,0,3,3,3,6,4235,530428,0.007984118
319,0,4,1,3,6,6996,530428,0.013189349
320,0,4,2,3,6,6539,530428,0.012327781
321,0,4,3,3,6,6614,530428,0.012469176
322,0,5,1,3,6,6756,530428,0.012736884
323,0,5,2,3,6,3258,530428,0.00614221
324,0,5,3,3,6,2372,530428,0.00447186
325,1,1,1,1,7,21088,525174,0.040154311
326,1,1,2,1,7,19857,525174,0.037810326
327,1,1,3,1,7,2198,525174,0.00418528
328,1,2,1,2,7,6103,525174,0.01162091
329,1,2,2,2,7,4722,525174,0.008991306
330,1,2,3,2,7,5333,525174,0.01015473
331,1,3,1,2,7,5281,525174,0.010055715
332,1,3,2,2,7,3876,525174,0.007380411
333,1,3,3,2,7,4082,525174,0.007772662
334,1,4,1,2,7,12033,525174,0.022912406
335,1,4,2,2,7,8140,525174,0.015499625
336,1,4,3,2,7,7592,525174,0.014456161
337,1,5,1,2,7,6319,525174,0.012032203
338,1,5,2,2,7,3172,525174,0.006039903
339,1,5,3,2,7,4295,525174,0.008178242
340,1,2,1,3,7,15982,525174,0.030431819
341,1,2,2,3,7,8197,525174,0.01560816
342,1,2,3,3,7,3557,525174,0.006772993
343,1,3,1,3,7,13829,525174,0.026332225
344,1,3,2,3,7,6729,525174,0.012812896
345,1,3,3,3,7,2723,525174,0.005184948
346,1,4,1,3,7,31510,525174,0.059999162
347,1,4,2,3,7,14130,525174,0.026905369
348,1,4,3,3,7,5063,525174,0.009640614
349,1,5,1,3,7,16548,525174,0.031509557
350,1,5,2,3,7,5506,525174,0.010484144
351,1,5,3,3,7,2865,525174,0.005455335
352,0,1,1,1,7,17241,525174,0.032829119
353,0,1,2,1,7,24881,525174,0.047376679
354,0,1,3,1,7,3589,525174,0.006833926
355,0,2,1,2,7,5410,525174,0.010301348
356,0,2,2,2,7,5379,525174,0.01024232
357,0,2,3,2,7,4950,525174,0.009425448
358,0,3,1,2,7,4542,525174,0.008648562
359,0,3,2,2,7,4822,525174,0.009181719
360,0,3,3,2,7,4110,525174,0.007825978
361,0,4,1,2,7,11337,525174,0.021587131
362,0,4,2,2,7,10402,525174,0.019806769
363,0,4,3,2,7,7682,525174,0.014627533
364,0,5,1,2,7,9979,525174,0.019001321
365,0,5,2,2,7,3844,525174,0.007319479
366,0,5,3,2,7,3438,525174,0.006546402
367,0,2,1,3,7,13851,525174,0.026374116
368,0,2,2,3,7,12132,525174,0.023100915
369,0,2,3,3,7,6782,525174,0.012913815
370,0,3,1,3,7,11629,525174,0.022143137
371,0,3,2,3,7,10875,525174,0.020707423
372,0,3,3,3,7,5630,525174,0.010720257
373,0,4,1,3,7,29028,525174,0.055273109
374,0,4,2,3,7,23459,525174,0.044669005
375,0,4,3,3,7,10524,525174,0.020039073
376,0,5,1,3,7,25551,525174,0.048652447
377,0,5,2,3,7,8668,525174,0.016505006
378,0,5,3,3,7,4709,525174,0.008966552
379,1,1,1,1,8,25080,549239,0.045663181
380,1,1,2,1,8,17476,549239,0.031818571
381,1,1,3,1,8,1961,549239,0.003570395
382,1,2,1,2,8,13502,549239,0.024583105
383,1,2,2,2,8,16854,549239,0.030686095
384,1,2,3,2,8,11103,549239,0.020215243
385,1,3,1,2,8,10294,549239,0.018742296
386,1,3,2,2,8,11736,549239,0.021367747
387,1,3,3,2,8,10994,549239,0.020016787
388,1,4,1,2,8,20996,549239,0.038227438
389,1,4,2,2,8,25520,549239,0.04646429
390,1,4,3,2,8,22949,549239,0.041783267
391,1,5,1,2,8,7000,549239,0.012744907
392,1,5,2,2,8,7450,549239,0.013564222
393,1,5,3,2,8,9443,549239,0.01719288
394,1,2,1,3,8,10972,549239,0.019976731
395,1,2,2,3,8,6997,549239,0.012739445
396,1,2,3,3,8,1786,549239,0.003251772
397,1,3,1,3,8,8364,549239,0.015228343
398,1,3,2,3,8,4872,549239,0.008870455
399,1,3,3,3,8,1768,549239,0.003218999
400,1,4,1,3,8,17062,549239,0.031064801
401,1,4,2,3,8,10595,549239,0.019290327
402,1,4,3,3,8,3691,549239,0.006720207
403,1,5,1,3,8,5689,549239,0.010357968
404,1,5,2,3,8,3093,549239,0.005631428
405,1,5,3,3,8,1519,549239,0.002765645
406,0,1,1,1,8,17215,549239,0.031343368
407,0,1,2,1,8,13758,549239,0.025049204
408,0,1,3,1,8,3050,549239,0.005553138
409,0,2,1,2,8,8056,549239,0.014667567
410,0,2,2,2,8,12985,549239,0.023641803
411,0,2,3,2,8,14387,549239,0.026194425
412,0,3,1,2,8,6075,549239,0.011060759
413,0,3,2,2,8,10395,549239,0.018926187
414,0,3,3,2,8,12406,549239,0.022587617
415,0,4,1,2,8,14433,549239,0.026278178
416,0,4,2,2,8,21772,549239,0.039640302
417,0,4,3,2,8,23638,549239,0.04303773
418,0,5,1,2,8,7334,549239,0.013353021
419,0,5,2,2,8,6949,549239,0.012652051
420,0,5,3,2,8,7534,549239,0.013717161
421,0,2,1,3,8,8251,549239,0.015022604
422,0,2,2,3,8,7331,549239,0.013347559
423,0,2,3,3,8,3551,549239,0.006465309
424,0,3,1,3,8,6222,549239,0.011328402
425,0,3,2,3,8,5868,549239,0.010683874
426,0,3,3,3,8,3062,549239,0.005574986
427,0,4,1,3,8,14782,549239,0.026913602
428,0,4,2,3,8,12291,549239,0.022378236
429,0,4,3,3,8,5834,549239,0.01062197
430,0,5,1,3,8,7511,549239,0.013675285
431,0,5,2,3,8,3923,549239,0.00714261
432,0,5,3,3,8,1860,549239,0.003386504
433,1,1,1,1,9,23061,554692,0.041574423
434,1,1,2,1,9,16116,554692,0.029053961
435,1,1,3,1,9,1521,554692,0.002742062
436,1,2,1,2,9,9460,554692,0.01705451
437,1,2,2,2,9,9981,554692,0.01799377
438,1,2,3,2,9,5831,554692,0.01051214
439,1,3,1,2,9,7715,554692,0.01390862
440,1,3,2,2,9,9881,554692,0.017813489
441,1,3,3,2,9,7359,554692,0.013266822
442,1,4,1,2,9,15004,554692,0.027049245
443,1,4,2,2,9,17420,554692,0.031404816
444,1,4,3,2,9,16157,554692,0.029127876
445,1,5,1,2,9,8611,554692,0.01552393
446,1,5,2,2,9,9813,554692,0.017690899
447,1,5,3,2,9,15803,554692,0.028489684
448,1,2,1,3,9,14470,554692,0.026086549
449,1,2,2,3,9,6784,554692,0.012230211
450,1,2,3,3,9,1318,554692,0.002376093
451,1,3,1,3,9,11802,554692,0.021276672
452,1,3,2,3,9,6716,554692,0.01210762
453,1,3,3,3,9,1664,554692,0.002999863
454,1,4,1,3,9,22953,554692,0.041379721
455,1,4,2,3,9,11840,554692,0.021345179
456,1,4,3,3,9,3653,554692,0.006585637
457,1,5,1,3,9,13172,554692,0.023746512
458,1,5,2,3,9,6670,554692,0.012024691
459,1,5,3,3,9,3573,554692,0.006441413
460,0,1,1,1,9,17823,554692,0.032131345
461,0,1,2,1,9,19444,554692,0.035053687
462,0,1,3,1,9,1944,554692,0.003504648
463,0,2,1,2,9,6790,554692,0.012241027
464,0,2,2,2,9,10170,554692,0.018334499
465,0,2,3,2,9,6823,554692,0.01230052
466,0,3,1,2,9,5559,554692,0.010021778
467,0,3,2,2,9,9281,554692,0.016731808
468,0,3,3,2,9,8259,554692,0.014889344
469,0,4,1,2,9,14297,554692,0.025774664
470,0,4,2,2,9,20340,554692,0.036668998
471,0,4,3,2,9,17293,554692,0.03117586
472,0,5,1,2,9,11940,554692,0.021525459
473,0,5,2,2,9,11853,554692,0.021368615
474,0,5,3,2,9,11039,554692,0.019901134
475,0,2,1,3,9,9506,554692,0.017137438
476,0,2,2,3,9,7090,554692,0.012781868
477,0,2,3,3,9,2116,554692,0.00381473
478,0,3,1,3,9,7783,554692,0.01403121
479,0,3,2,3,9,6470,554692,0.011664131
480,0,3,3,3,9,2562,554692,0.004618779
481,0,4,1,3,9,20014,554692,0.036081285
482,0,4,2,3,9,14180,554692,0.025563736
483,0,4,3,3,9,5365,554692,0.009672034
484,0,5,1,3,9,16715,554692,0.03013384
485,0,5,2,3,9,8264,554692,0.014898358
486,0,5,3,3,9,3424,554692,0.006172795
487,1,1,1,1,10,18490,571793,0.032336877
488,1,1,2,1,10,17411,571793,0.030449831
489,1,1,3,1,10,2757,571793,0.004821675
490,1,2,1,2,10,9627,571793,0.016836513
491,1,2,2,2,10,13158,571793,0.023011824
492,1,2,3,2,10,9279,571793,0.016227901
493,1,3,1,2,10,7063,571793,0.012352372
494,1,3,2,2,10,10974,571793,0.01919226
495,1,3,3,2,10,9781,571793,0.017105841
496,1,4,1,2,10,15140,571793,0.026478114
497,1,4,2,2,10,21704,571793,0.037957792
498,1,4,3,2,10,22454,571793,0.039269456
499,1,5,1,2,10,9885,571793,0.017287725
500,1,5,2,2,10,13416,571793,0.023463036
501,1,5,3,2,10,21230,571793,0.037128821
502,1,2,1,3,10,7616,571793,0.013319505
503,1,2,2,3,10,5898,571793,0.010314922
504,1,2,3,3,10,2677,571793,0.004681764
505,1,3,1,3,10,5589,571793,0.009774516
506,1,3,2,3,10,4920,571793,0.008604512
507,1,3,3,3,10,2822,571793,0.004935352
508,1,4,1,3,10,11979,571793,0.020949889
509,1,4,2,3,10,9729,571793,0.017014899
510,1,4,3,3,10,6478,571793,0.011329275
511,1,5,1,3,10,7821,571793,0.013678027
512,1,5,2,3,10,6014,571793,0.010517792
513,1,5,3,3,10,6125,571793,0.010711918
514,0,1,1,1,10,13767,571793,0.024076895
515,0,1,2,1,10,17825,571793,0.031173869
516,0,1,3,1,10,3657,571793,0.006395671
517,0,2,1,2,10,6527,571793,0.01141497
518,0,2,2,2,10,12184,571793,0.021308411
519,0,2,3,2,10,10822,571793,0.01892643
520,0,3,1,2,10,6238,571793,0.010909542
521,0,3,2,2,10,9928,571793,0.017362927
522,0,3,3,2,10,10836,571793,0.018950914
523,0,4,1,2,10,16278,571793,0.028468344
524,0,4,2,2,10,23415,571793,0.040950134
525,0,4,3,2,10,24614,571793,0.043047047
526,0,5,1,2,10,17581,571793,0.030747141
527,0,5,2,2,10,16416,571793,0.02870969
528,0,5,3,2,10,18019,571793,0.031513152
529,0,2,1,3,10,4443,571793,0.007770294
530,0,2,2,3,10,6417,571793,0.011222593
531,0,2,3,3,10,3246,571793,0.00567688
532,0,3,1,3,10,4246,571793,0.007425764
533,0,3,2,3,10,5229,571793,0.009144918
534,0,3,3,3,10,3250,571793,0.005683875
535,0,4,1,3,10,11081,571793,0.019379391
536,0,4,2,3,10,12333,571793,0.021568994
537,0,4,3,3,10,7384,571793,0.012913764
538,0,5,1,3,10,11969,571793,0.0209324
539,0,5,2,3,10,8646,571793,0.015120857
540,0,5,3,3,10,5405,571793,0.009452722
541,1,1,1,1,11,27885,533442,0.052273724
542,1,1,2,1,11,21928,533442,0.041106625
543,1,1,3,1,11,1671,533442,0.003132487
544,1,2,1,2,11,6136,533442,0.011502656
545,1,2,2,2,11,8341,533442,0.015636189
546,1,2,3,2,11,4274,533442,0.008012118
547,1,3,1,2,11,5257,533442,0.009854867
548,1,3,2,2,11,6924,533442,0.012979855
549,1,3,3,2,11,3834,533442,0.007187286
550,1,4,1,2,11,9663,533442,0.018114434
551,1,4,2,2,11,10565,533442,0.01980534
552,1,4,3,2,11,7033,533442,0.013184189
553,1,5,1,2,11,4253,533442,0.007972751
554,1,5,2,2,11,4215,533442,0.007901515
555,1,5,3,2,11,3834,533442,0.007187286
556,1,2,1,3,11,21302,533442,0.039933114
557,1,2,2,3,11,10401,533442,0.019497902
558,1,2,3,3,11,3108,533442,0.005826313
559,1,3,1,3,11,18252,533442,0.034215529
560,1,3,2,3,11,8635,533442,0.016187327
561,1,3,3,3,11,2788,533442,0.005226435
562,1,4,1,3,11,33547,533442,0.062887812
563,1,4,2,3,11,13175,533442,0.024698093
564,1,4,3,3,11,5113,533442,0.009584922
565,1,5,1,3,11,14766,533442,0.02768061
566,1,5,2,3,11,5257,533442,0.009854867
567,1,5,3,3,11,2788,533442,0.005226435
568,0,1,1,1,11,21190,533442,0.039723156
569,0,1,2,1,11,23758,533442,0.044537176
570,0,1,3,1,11,2844,533442,0.005331414
571,0,2,1,2,11,4703,533442,0.008816329
572,0,2,2,2,11,7001,533442,0.013124201
573,0,2,3,2,11,4769,533442,0.008940053
574,0,3,1,2,11,4987,533442,0.00934872
575,0,3,2,2,11,5629,533442,0.010552225
576,0,3,3,2,11,4351,533442,0.008156463
577,0,4,1,2,11,10181,533442,0.019085486
578,0,4,2,2,11,8936,533442,0.016751587
579,0,4,3,2,11,6279,533442,0.011770727
580,0,5,1,2,11,6012,533442,0.011270204
581,0,5,2,2,11,3573,533442,0.00669801
