,.Sex,.Age,.Educ,.Race,.CD,.freq,cfreq.pct,cpercent.pct
5884,0,5,1,3,109,16842,593938,0.028356495
5885,0,5,2,3,109,7907,593938,0.013312837
5886,0,5,3,3,109,6463,593938,0.010881607
5887,1,1,1,1,110,13870,584934,0.023712077
5888,1,1,2,1,110,14205,584934,0.024284791
5889,1,1,3,1,110,2719,584934,0.004648388
5890,1,2,1,2,110,6185,584934,0.010573843
5891,1,2,2,2,110,7209,584934,0.012324467
5892,1,2,3,2,110,8206,584934,0.014028933
5893,1,3,1,2,110,5359,584934,0.009161717
5894,1,3,2,2,110,6915,584934,0.011821847
5895,1,3,3,2,110,10268,584934,0.017554117
5896,1,4,1,2,110,13257,584934,0.022664095
5897,1,4,2,2,110,13738,584934,0.02348641
5898,1,4,3,2,110,20646,584934,0.03529629
5899,1,5,1,2,110,8858,584934,0.015143589
5900,1,5,2,2,110,5757,584934,0.009842136
5901,1,5,3,2,110,9675,584934,0.016540328
5902,1,2,1,3,110,7846,584934,0.013413479
5903,1,2,2,3,110,8322,584934,0.014227246
5904,1,2,3,3,110,7836,584934,0.013396383
5905,1,3,1,3,110,6799,584934,0.011623534
5906,1,3,2,3,110,7982,584934,0.013645984
5907,1,3,3,3,110,9804,584934,0.016760865
5908,1,4,1,3,110,16818,584934,0.028751962
5909,1,4,2,3,110,15857,584934,0.027109041
5910,1,4,3,3,110,19715,584934,0.033704657
5911,1,5,1,3,110,11236,584934,0.019209005
5912,1,5,2,3,110,6645,584934,0.011360256
5913,1,5,3,3,110,9238,584934,0.015793235
5914,0,1,1,1,110,10203,584934,0.017442994
5915,0,1,2,1,110,14620,584934,0.024994273
5916,0,1,3,1,110,4217,584934,0.00720936
5917,0,2,1,2,110,4283,584934,0.007322194
5918,0,2,2,2,110,8260,584934,0.014121251
5919,0,2,3,2,110,9419,584934,0.016102671
5920,0,3,1,2,110,4660,584934,0.007966711
5921,0,3,2,2,110,7466,584934,0.012763833
5922,0,3,3,2,110,11293,584934,0.019306452
5923,0,4,1,2,110,13788,584934,0.02357189
5924,0,4,2,2,110,16861,584934,0.028825474
5925,0,4,3,2,110,18433,584934,0.031512957
5926,0,5,1,2,110,15394,584934,0.026317499
5927,0,5,2,2,110,8477,584934,0.014492233
5928,0,5,3,2,110,7131,584934,0.012191119
5929,0,2,1,3,110,5741,584934,0.009814783
5930,0,2,2,3,110,9195,584934,0.015719722
5931,0,2,3,3,110,11936,584934,0.020405721
5932,0,3,1,3,110,6248,584934,0.010681547
5933,0,3,2,3,110,8312,584934,0.01421015
5934,0,3,3,3,110,14310,584934,0.024464299
5935,0,4,1,3,110,18484,584934,0.031600146
5936,0,4,2,3,110,18771,584934,0.0320908
5937,0,4,3,3,110,23357,584934,0.039931001
5938,0,5,1,3,110,20637,584934,0.035280903
5939,0,5,2,3,110,9438,584934,0.016135154
5940,0,5,3,3,110,9035,584934,0.015446187
5941,1,1,1,1,111,20860,571041,0.036529776
5942,1,1,2,1,111,14942,571041,0.026166247
5943,1,1,3,1,111,1556,571041,0.002724848
5944,1,2,1,2,111,2183,571041,0.003822843
5945,1,2,2,2,111,2766,571041,0.004843785
5946,1,2,3,2,111,2725,571041,0.004771987
5947,1,3,1,2,111,2234,571041,0.003912153
5948,1,3,2,2,111,2094,571041,0.003666987
5949,1,3,3,2,111,2553,571041,0.004470782
5950,1,4,1,2,111,4652,571041,0.008146525
5951,1,4,2,2,111,3238,571041,0.005670346
5952,1,4,3,2,111,4450,571041,0.007792785
5953,1,5,1,2,111,2315,571041,0.004054
5954,1,5,2,2,111,1009,571041,0.001766948
5955,1,5,3,2,111,1665,571041,0.002915728
5956,1,2,1,3,111,23048,571041,0.040361375
5957,1,2,2,3,111,15542,571041,0.02721696
5958,1,2,3,3,111,7574,571041,0.013263496
5959,1,3,1,3,111,23590,571041,0.041310519
5960,1,3,2,3,111,11765,571041,0.020602724
5961,1,3,3,3,111,7095,571041,0.012424677
5962,1,4,1,3,111,49118,571041,0.08601484
5963,1,4,2,3,111,18192,571041,0.031857607
5964,1,4,3,3,111,12369,571041,0.021660441
5965,1,5,1,3,111,24444,571041,0.042806033
5966,1,5,2,3,111,5666,571041,0.00992223
5967,1,5,3,3,111,4629,571041,0.008106248
5968,0,1,1,1,111,15764,571041,0.027605724
5969,0,1,2,1,111,19190,571041,0.033605293
5970,0,1,3,1,111,2404,571041,0.004209855
5971,0,2,1,2,111,1654,571041,0.002896465
5972,0,2,2,2,111,2529,571041,0.004428754
5973,0,2,3,2,111,2879,571041,0.00504167
5974,0,3,1,2,111,1643,571041,0.002877201
5975,0,3,2,2,111,1969,571041,0.003448089
5976,0,3,3,2,111,2513,571041,0.004400735
5977,0,4,1,2,111,4031,571041,0.007059038
5978,0,4,2,2,111,3481,571041,0.006095885
5979,0,4,3,2,111,3491,571041,0.006113396
5980,0,5,1,2,111,2978,571041,0.005215037
5981,0,5,2,2,111,1112,571041,0.001947321
5982,0,5,3,2,111,1352,571041,0.002367606
5983,0,2,1,3,111,20397,571041,0.035718976
5984,0,2,2,3,111,17828,571041,0.031220175
5985,0,2,3,3,111,11420,571041,0.019998564
5986,0,3,1,3,111,20260,571041,0.035479064
5987,0,3,2,3,111,13884,571041,0.024313491
5988,0,3,3,3,111,9969,571041,0.017457591
5989,0,4,1,3,111,49704,571041,0.087041036
5990,0,4,2,3,111,24540,571041,0.042974147
5991,0,4,3,3,111,13848,571041,0.024250448
5992,0,5,1,3,111,36725,571041,0.06431237
5993,0,5,2,3,111,7837,571041,0.013724058
5994,0,5,3,3,111,5365,571041,0.009395122
5995,1,1,1,1,112,18571,591186,0.031413125
5996,1,1,2,1,112,13725,591186,0.023216044
5997,1,1,3,1,112,1676,591186,0.002834979
5998,1,2,1,2,112,3108,591186,0.005257229
5999,1,2,2,2,112,3413,591186,0.005773141
6000,1,2,3,2,112,3396,591186,0.005744385
6001,1,3,1,2,112,3698,591186,0.006255223
6002,1,3,2,2,112,2798,591186,0.004732859
6003,1,3,3,2,112,4152,591186,0.00702317
6004,1,4,1,2,112,6412,591186,0.010845994
6005,1,4,2,2,112,5266,591186,0.008907518
6006,1,4,3,2,112,7770,591186,0.013143072
6007,1,5,1,2,112,4173,591186,0.007058692
6008,1,5,2,2,112,2507,591186,0.004240628
6009,1,5,3,2,112,5033,591186,0.008513395
6010,1,2,1,3,112,21505,591186,0.036376031
6011,1,2,2,3,112,10358,591186,0.017520713
6012,1,2,3,3,112,6183,591186,0.010458637
6013,1,3,1,3,112,25589,591186,0.043284178
6014,1,3,2,3,112,8494,591186,0.014367729
6015,1,3,3,3,112,7560,591186,0.012787854
6016,1,4,1,3,112,44371,591186,0.075054213
6017,1,4,2,3,112,15984,591186,0.027037176
6018,1,4,3,3,112,14148,591186,0.023931555
6019,1,5,1,3,112,28874,591186,0.048840805
6020,1,5,2,3,112,7611,591186,0.012874121
6021,1,5,3,3,112,9164,591186,0.015501044
6022,0,1,1,1,112,12358,591186,0.020903743
6023,0,1,2,1,112,15923,591186,0.026933994
6024,0,1,3,1,112,3179,591186,0.005377326
6025,0,2,1,2,112,2759,591186,0.00466689
6026,0,2,2,2,112,3579,591186,0.006053932
6027,0,2,3,2,112,3372,591186,0.005703789
6028,0,3,1,2,112,3583,591186,0.006060698
6029,0,3,2,2,112,3645,591186,0.006165572
6030,0,3,3,2,112,3642,591186,0.006160498
6031,0,4,1,2,112,7747,591186,0.013104167
6032,0,4,2,2,112,6422,591186,0.010862909
6033,0,4,3,2,112,5995,591186,0.010140633
6034,0,5,1,2,112,7528,591186,0.012733725
6035,0,5,2,2,112,3060,591186,0.005176036
6036,0,5,3,2,112,2789,591186,0.004717635
6037,0,2,1,3,112,15609,591186,0.026402858
6038,0,2,2,3,112,11065,591186,0.018716614
6039,0,2,3,3,112,9840,591186,0.016644508
6040,0,3,1,3,112,20275,591186,0.034295467
6041,0,3,2,3,112,11268,591186,0.019059991
6042,0,3,3,3,112,10631,591186,0.017982496
6043,0,4,1,3,112,43832,591186,0.074142486
6044,0,4,2,3,112,19856,591186,0.033586722
6045,0,4,3,3,112,17496,591186,0.029594747
6046,0,5,1,3,112,42592,591186,0.072045008
6047,0,5,2,3,112,9462,591186,0.016005115
6048,0,5,3,3,112,8140,591186,0.013768932
6049,1,1,1,1,113,19564,593311,0.032974275
6050,1,1,2,1,113,17770,593311,0.029950566
6051,1,1,3,1,113,1635,593311,0.002755722
6052,1,2,1,2,113,3206,593311,0.005403574
6053,1,2,2,2,113,4178,593311,0.007041838
6054,1,2,3,2,113,2625,593311,0.004424324
6055,1,3,1,2,113,3502,593311,0.005902469
6056,1,3,2,2,113,3200,593311,0.005393461
6057,1,3,3,2,113,2477,593311,0.004174876
6058,1,4,1,2,113,6419,593311,0.010818947
6059,1,4,2,2,113,5711,593311,0.009625643
6060,1,4,3,2,113,5907,593311,0.009955993
6061,1,5,1,2,113,3195,593311,0.005385034
6062,1,5,2,2,113,1953,593311,0.003291697
6063,1,5,3,2,113,2761,593311,0.004653546
6064,1,2,1,3,113,20130,593311,0.033928243
6065,1,2,2,3,113,14882,593311,0.025082967
6066,1,2,3,3,113,8815,593311,0.014857301
6067,1,3,1,3,113,21993,593311,0.037068249
6068,1,3,2,3,113,11398,593311,0.019210835
6069,1,3,3,3,113,8318,593311,0.014019629
6070,1,4,1,3,113,40312,593311,0.06794413
6071,1,4,2,3,113,20341,593311,0.034283875
6072,1,4,3,3,113,19835,593311,0.033431034
6073,1,5,1,3,113,20066,593311,0.033820374
6074,1,5,2,3,113,6957,593311,0.011725722
6075,1,5,3,3,113,9272,593311,0.015627555
6076,0,1,1,1,113,13574,593311,0.022878389
6077,0,1,2,1,113,19754,593311,0.033294512
6078,0,1,3,1,113,3610,593311,0.006084499
6079,0,2,1,2,113,2059,593311,0.003470355
6080,0,2,2,2,113,3702,593311,0.006239561
6081,0,2,3,2,113,2835,593311,0.00477827
6082,0,3,1,2,113,2324,593311,0.003917001
6083,0,3,2,2,113,3482,593311,0.00586876
6084,0,3,3,2,113,3161,593311,0.005327729
6085,0,4,1,2,113,5414,593311,0.009125063
6086,0,4,2,2,113,6273,593311,0.01057287
6087,0,4,3,2,113,5335,593311,0.008991911
6088,0,5,1,2,113,4508,593311,0.007598039
6089,0,5,2,2,113,2117,593311,0.003568112
6090,0,5,3,2,113,1860,593311,0.003134949
6091,0,2,1,3,113,15750,593311,0.026545943
6092,0,2,2,3,113,14496,593311,0.02443238
6093,0,2,3,3,113,12133,593311,0.020449646
6094,0,3,1,3,113,17780,593311,0.02996742
6095,0,3,2,3,113,13634,593311,0.022979517
6096,0,3,3,3,113,13532,593311,0.0228076
6097,0,4,1,3,113,41421,593311,0.069813302
6098,0,4,2,3,113,24563,593311,0.041399873
6099,0,4,3,3,113,22833,593311,0.038484033
6100,0,5,1,3,113,34489,593311,0.058129716
6101,0,5,2,3,113,8290,593311,0.013972436
6102,0,5,3,3,113,7960,593311,0.013416235
6103,1,1,1,1,114,12759,603698,0.02113474
6104,1,1,2,1,114,14170,603698,0.023472001
6105,1,1,3,1,114,3838,603698,0.006357483
6106,1,2,1,2,114,1603,603698,0.002655301
6107,1,2,2,2,114,2891,603698,0.004788818
6108,1,2,3,2,114,8400,603698,0.013914242
6109,1,3,1,2,114,1759,603698,0.002913709
6110,1,3,2,2,114,2250,603698,0.003727029
6111,1,3,3,2,114,8822,603698,0.014613267
6112,1,4,1,2,114,3245,603698,0.005375204
6113,1,4,2,2,114,3823,603698,0.006332637
6114,1,4,3,2,114,14731,603698,0.024401273
6115,1,5,1,2,114,2328,603698,0.003856233
6116,1,5,2,2,114,1651,603698,0.002734811
6117,1,5,3,2,114,7258,603698,0.012022568
6118,1,2,1,3,114,17109,603698,0.028340329
6119,1,2,2,3,114,12747,603698,0.021114862
6120,1,2,3,3,114,13287,603698,0.022009349
6121,1,3,1,3,114,18772,603698,0.031095018
6122,1,3,2,3,114,9919,603698,0.016430401
6123,1,3,3,3,114,13956,603698,0.023117519
6124,1,4,1,3,114,34629,603698,0.057361462
6125,1,4,2,3,114,16854,603698,0.027917932
6126,1,4,3,3,114,23302,603698,0.03859877
6127,1,5,1,3,114,24843,603698,0.04115137
6128,1,5,2,3,114,7280,603698,0.01205901
6129,1,5,3,3,114,11481,603698,0.019017787
6130,0,1,1,1,114,10430,603698,0.01727685
6131,0,1,2,1,114,13936,603698,0.02308439
6132,0,1,3,1,114,4653,603698,0.007707496
6133,0,2,1,2,114,1050,603698,0.00173928
6134,0,2,2,2,114,2909,603698,0.004818634
6135,0,2,3,2,114,8222,603698,0.013619392
6136,0,3,1,2,114,1220,603698,0.002020878
6137,0,3,2,2,114,2453,603698,0.00406329
6138,0,3,3,2,114,7757,603698,0.01284914
6139,0,4,1,2,114,2906,603698,0.004813665
6140,0,4,2,2,114,5549,603698,0.009191682
6141,0,4,3,2,114,12181,603698,0.020177307
6142,0,5,1,2,114,3315,603698,0.005491156
6143,0,5,2,2,114,2786,603698,0.00461489
6144,0,5,3,2,114,5500,603698,0.009110516
6145,0,2,1,3,114,13128,603698,0.021745972
6146,0,2,2,3,114,10740,603698,0.017790352
6147,0,2,3,3,114,16706,603698,0.027672777
6148,0,3,1,3,114,15254,603698,0.025267601
6149,0,3,2,3,114,9059,603698,0.015005847
6150,0,3,3,3,114,15762,603698,0.026109081
6151,0,4,1,3,114,36328,603698,0.060175783
6152,0,4,2,3,114,20492,603698,0.033944124
6153,0,4,3,3,114,24753,603698,0.041002289
6154,0,5,1,3,114,41440,603698,0.068643593
6155,0,5,2,3,114,10286,603698,0.01703832
6156,0,5,3,3,114,11176,603698,0.018512568
6157,1,1,1,1,115,24097,548199,0.043956665
6158,1,1,2,1,115,15946,548199,0.029087977
6159,1,1,3,1,115,1860,548199,0.003392928
6160,1,2,1,2,115,14720,548199,0.026851563
6161,1,2,2,2,115,11323,548199,0.020654908
6162,1,2,3,2,115,8454,548199,0.015421407
6163,1,3,1,2,115,11757,548199,0.021446591
6164,1,3,2,2,115,8830,548199,0.01610729
6165,1,3,3,2,115,7528,548199,0.01373224
6166,1,4,1,2,115,23977,548199,0.043737767
6167,1,4,2,2,115,15433,548199,0.028152186
6168,1,4,3,2,115,14585,548199,0.026605302
6169,1,5,1,2,115,11449,548199,0.020884752
6170,1,5,2,2,115,6043,548199,0.011023369
6171,1,5,3,2,115,9832,548199,0.017935093
6172,1,2,1,3,115,9905,548199,0.018068256
6173,1,2,2,3,115,7142,548199,0.013028116
6174,1,2,3,3,115,2713,548199,0.004948933
6175,1,3,1,3,115,7911,548199,0.014430891
6176,1,3,2,3,115,5569,548199,0.01015872
6177,1,3,3,3,115,2416,548199,0.004407159
6178,1,4,1,3,115,16133,548199,0.029429094
6179,1,4,2,3,115,9733,548199,0.017754502
6180,1,4,3,3,115,4681,548199,0.00853887
6181,1,5,1,3,115,7704,548199,0.014053291
6182,1,5,2,3,115,3812,548199,0.006953679
6183,1,5,3,3,115,3156,548199,0.005757033
6184,0,1,1,1,115,16704,548199,0.030470687
6185,0,1,2,1,115,17659,548199,0.032212755
6186,0,1,3,1,115,3029,548199,0.005525366
6187,0,2,1,2,115,10366,548199,0.018909192
6188,0,2,2,2,115,12000,548199,0.021889861
6189,0,2,3,2,115,10908,548199,0.019897884
6190,0,3,1,2,115,8756,548199,0.015972302
6191,0,3,2,2,115,10146,548199,0.018507878
6192,0,3,3,2,115,9620,548199,0.017548372
6193,0,4,1,2,115,23143,548199,0.042216421
6194,0,4,2,2,115,18506,548199,0.033757814
6195,0,4,3,2,115,15668,548199,0.028580862
6196,0,5,1,2,115,18097,548199,0.033011735
6197,0,5,2,2,115,7655,548199,0.013963907
6198,0,5,3,2,115,7466,548199,0.013619142
6199,0,2,1,3,115,6585,548199,0.012012061
6200,0,2,2,3,115,8152,548199,0.014870512
6201,0,2,3,3,115,5149,548199,0.009392575
6202,0,3,1,3,115,5561,548199,0.010144126
6203,0,3,2,3,115,6892,548199,0.012572077
6204,0,3,3,3,115,4541,548199,0.008283488
6205,0,4,1,3,115,14700,548199,0.02681508
6206,0,4,2,3,115,12572,548199,0.022933278
6207,0,4,3,3,115,7395,548199,0.013489627
6208,0,5,1,3,115,11495,548199,0.020968663
6209,0,5,2,3,115,5201,548199,0.009487431
6210,0,5,3,3,115,3524,548199,0.006428323
6211,1,1,1,1,116,24476,518913,0.04716783
6212,1,1,2,1,116,15586,518913,0.030035863
6213,1,1,3,1,116,1667,518913,0.003212485
6214,1,2,1,2,116,10102,518913,0.019467618
6215,1,2,2,2,116,7547,518913,0.014543864
6216,1,2,3,2,116,4078,518913,0.007858735
6217,1,3,1,2,116,8749,518913,0.016860244
6218,1,3,2,2,116,5846,518913,0.011265858
6219,1,3,3,2,116,4097,518913,0.00789535
6220,1,4,1,2,116,19468,518913,0.037516886
6221,1,4,2,2,116,10398,518913,0.020038041
6222,1,4,3,2,116,8006,518913,0.015428405
6223,1,5,1,2,116,9682,518913,0.018658234
6224,1,5,2,2,116,3930,518913,0.007573524
6225,1,5,3,2,116,4363,518913,0.00840796
6226,1,2,1,3,116,15114,518913,0.02912627
6227,1,2,2,3,116,7981,518913,0.015380228
6228,1,2,3,3,116,2512,518913,0.004840889
6229,1,3,1,3,116,13090,518913,0.025225809
6230,1,3,2,3,116,6182,518913,0.011913365
6231,1,3,3,3,116,2525,518913,0.004865941
6232,1,4,1,3,116,29124,518913,0.056125015
6233,1,4,2,3,116,10996,518913,0.02119045
6234,1,4,3,3,116,4933,518913,0.009506411
6235,1,5,1,3,116,14485,518913,0.02791412
6236,1,5,2,3,116,4157,518913,0.008010977
6237,1,5,3,3,116,2689,518913,0.005181986
6238,0,1,1,1,116,15487,518913,0.02984508
6239,0,1,2,1,116,18404,518913,0.035466446
6240,0,1,3,1,116,1964,518913,0.003784835
6241,0,2,1,2,116,6323,518913,0.012185087
6242,0,2,2,2,116,8471,518913,0.016324509
6243,0,2,3,2,116,4615,518913,0.008893591
6244,0,3,1,2,116,5817,518913,0.011209972
6245,0,3,2,2,116,7586,518913,0.014619021
6246,0,3,3,2,116,5031,518913,0.009695267
6247,0,4,1,2,116,16579,518913,0.031949479
6248,0,4,2,2,116,13408,518913,0.025838628
6249,0,4,3,2,116,8495,518913,0.01637076
6250,0,5,1,2,116,14008,518913,0.026994891
6251,0,5,2,2,116,4890,518913,0.009423545
6252,0,5,3,2,116,3899,518913,0.007513784
6253,0,2,1,3,116,10243,518913,0.01973934
6254,0,2,2,3,116,10297,518913,0.019843403
6255,0,2,3,3,116,4432,518913,0.008540931
6256,0,3,1,3,116,9424,518913,0.01816104
6257,0,3,2,3,116,9222,518913,0.017771765
6258,0,3,3,3,116,4832,518913,0.009311773
6259,0,4,1,3,116,26860,518913,0.051762049
6260,0,4,2,3,116,16298,518913,0.031407962
6261,0,4,3,3,116,8159,518913,0.015723252
6262,0,5,1,3,116,22695,518913,0.043735655
6263,0,5,2,3,116,5945,518913,0.011456641
6264,0,5,3,3,116,3746,518913,0.007218937
6265,1,1,1,1,117,19167,536616,0.035718279
6266,1,1,2,1,117,12934,536616,0.024102897
6267,1,1,3,1,117,1298,536616,0.002418862
6268,1,2,1,2,117,13040,536616,0.024300431
6269,1,2,2,2,117,9139,536616,0.0170308
6270,1,2,3,2,117,6990,536616,0.013026075
6271,1,3,1,2,117,12535,536616,0.023359348
6272,1,3,2,2,117,9814,536616,0.018288683
6273,1,3,3,2,117,8509,536616,0.015856777
6274,1,4,1,2,117,26487,536616,0.049359318
6275,1,4,2,2,117,18076,536616,0.033685168
6276,1,4,3,2,117,18916,536616,0.035250533
6277,1,5,1,2,117,13905,536616,0.025912384
6278,1,5,2,2,117,7493,536616,0.01396343
6279,1,5,3,2,117,8396,536616,0.015646198
6280,1,2,1,3,117,7442,536616,0.01386839
6281,1,2,2,3,117,3685,536616,0.006867108
6282,1,2,3,3,117,2074,536616,0.003864961
6283,1,3,1,3,117,7154,536616,0.013331693
6284,1,3,2,3,117,3957,536616,0.007373988
6285,1,3,3,3,117,2525,536616,0.004705413
6286,1,4,1,3,117,15117,536616,0.028170983
6287,1,4,2,3,117,7289,536616,0.01358327
6288,1,4,3,3,117,5614,536616,0.010461857
6289,1,5,1,3,117,7936,536616,0.014788974
6290,1,5,2,3,117,3022,536616,0.005631588
6291,1,5,3,3,117,2492,536616,0.004643917
6292,0,1,1,1,117,15706,536616,0.029268602
6293,0,1,2,1,117,16315,536616,0.030403492
6294,0,1,3,1,117,2764,536616,0.005150797
6295,0,2,1,2,117,10421,536616,0.019419846
6296,0,2,2,2,117,10345,536616,0.019278218
6297,0,2,3,2,117,9267,536616,0.017269332
6298,0,3,1,2,117,10970,536616,0.020442924
6299,0,3,2,2,117,11331,536616,0.021115658
6300,0,3,3,2,117,10080,536616,0.018784382
6301,0,4,1,2,117,27443,536616,0.051140853
6302,0,4,2,2,117,20343,536616,0.03790979
6303,0,4,3,2,117,17914,536616,0.033383276
6304,0,5,1,2,117,22107,536616,0.041197057
6305,0,5,2,2,117,8519,536616,0.015875412
6306,0,5,3,2,117,6183,536616,0.011522206
6307,0,2,1,3,117,5396,536616,0.010055608
6308,0,2,2,3,117,5301,536616,0.009878572
6309,0,2,3,3,117,4112,536616,0.007662835
6310,0,3,1,3,117,5679,536616,0.010582987
6311,0,3,2,3,117,5807,536616,0.010821519
6312,0,3,3,3,117,4473,536616,0.00833557
6313,0,4,1,3,117,14208,536616,0.026477034
6314,0,4,2,3,117,10424,536616,0.019425436
6315,0,4,3,3,117,7948,536616,0.014811336
6316,0,5,1,3,117,11446,536616,0.021329964
6317,0,5,2,3,117,4365,536616,0.008134308
6318,0,5,3,3,117,2743,536616,0.005111663
6319,1,1,1,1,118,19426,539754,0.03599047
6320,1,1,2,1,118,13024,539754,0.024129511
6321,1,1,3,1,118,2074,539754,0.003842491
6322,1,2,1,2,118,5008,539754,0.009278301
6323,1,2,2,2,118,4572,539754,0.008470525
6324,1,2,3,2,118,4836,539754,0.008959637
6325,1,3,1,2,118,4639,539754,0.008594656
6326,1,3,2,2,118,3934,539754,0.007288506
6327,1,3,3,2,118,5273,539754,0.009769265
6328,1,4,1,2,118,7911,539754,0.014656677
6329,1,4,2,2,118,7807,539754,0.014463997
6330,1,4,3,2,118,10915,539754,0.020222175
6331,1,5,1,2,118,3086,539754,0.005717419
6332,1,5,2,2,118,2166,539754,0.004012939
6333,1,5,3,2,118,4018,539754,0.007444132
6334,1,2,1,3,118,16666,539754,0.030877029
6335,1,2,2,3,118,11212,539754,0.020772426
6336,1,2,3,3,118,6683,539754,0.012381566
6337,1,3,1,3,118,15439,539754,0.028603771
6338,1,3,2,3,118,9649,539754,0.017876662
6339,1,3,3,3,118,7286,539754,0.013498742
6340,1,4,1,3,118,26328,539754,0.048777777
6341,1,4,2,3,118,19148,539754,0.03547542
6342,1,4,3,3,118,15081,539754,0.027940506
6343,1,5,1,3,118,10271,539754,0.019029039
6344,1,5,2,3,118,5311,539754,0.009839668
6345,1,5,3,3,118,5551,539754,0.010284315
6346,0,1,1,1,118,15017,539754,0.027821934
6347,0,1,2,1,118,14233,539754,0.02636942
6348,0,1,3,1,118,3257,539754,0.00603423
6349,0,2,1,2,118,4604,539754,0.008529812
6350,0,2,2,2,118,4828,539754,0.008944816
6351,0,2,3,2,118,5639,539754,0.010447352
6352,0,3,1,2,118,4445,539754,0.008235233
6353,0,3,2,2,118,4647,539754,0.008609478
6354,0,3,3,2,118,6490,539754,0.012023996
6355,0,4,1,2,118,9396,539754,0.01740793
6356,0,4,2,2,118,8465,539754,0.01568307
6357,0,4,3,2,118,11750,539754,0.021769176
6358,0,5,1,2,118,6033,539754,0.011177314
6359,0,5,2,2,118,2656,539754,0.00492076
6360,0,5,3,2,118,3091,539754,0.005726683
6361,0,2,1,3,118,12940,539754,0.023973884
6362,0,2,2,3,118,15060,539754,0.0279016
6363,0,2,3,3,118,11467,539754,0.021244863
6364,0,3,1,3,118,12493,539754,0.023145729
6365,0,3,2,3,118,14493,539754,0.026851121
6366,0,3,3,3,118,13200,539754,0.024455585
6367,0,4,1,3,118,26409,539754,0.048927845
6368,0,4,2,3,118,26405,539754,0.048920434
6369,0,4,3,3,118,23897,539754,0.044273873
6370,0,5,1,3,118,16955,539754,0.031412458
6371,0,5,2,3,118,8283,539754,0.01534588
6372,0,5,3,3,118,6287,539754,0.011647899
6373,1,1,1,1,119,16166,583093,0.027724565
6374,1,1,2,1,119,24181,583093,0.041470229
6375,1,1,3,1,119,6242,583093,0.010704982
6376,1,2,1,2,119,2742,583093,0.004702509
6377,1,2,2,2,119,3538,583093,0.006067643
6378,1,2,3,2,119,18902,583093,0.032416784
6379,1,3,1,2,119,2500,583093,0.004287481
6380,1,3,2,2,119,2831,583093,0.004855143
6381,1,3,3,2,119,13519,583093,0.023184981
6382,1,4,1,2,119,4335,583093,0.007434492
6383,1,4,2,2,119,4744,583093,0.008135923
6384,1,4,3,2,119,16447,583093,0.028206478
6385,1,5,1,2,119,1911,583093,0.00327735
6386,1,5,2,2,119,1539,583093,0.002639373
6387,1,5,3,2,119,6219,583093,0.010665537
6388,1,2,1,3,119,17668,583093,0.030300484
6389,1,2,2,3,119,11517,583093,0.019751566
6390,1,2,3,3,119,12843,583093,0.022025646
6391,1,3,1,3,119,16104,583093,0.027618236
6392,1,3,2,3,119,9215,583093,0.015803654
6393,1,3,3,3,119,9185,583093,0.015752204
6394,1,4,1,3,119,27926,583093,0.047892875
6395,1,4,2,3,119,15442,583093,0.026482911
6396,1,4,3,3,119,11175,583093,0.019165039
6397,1,5,1,3,119,12309,583093,0.02110984
6398,1,5,2,3,119,5010,583093,0.008592111
6399,1,5,3,3,119,4225,583093,0.007245842
6400,0,1,1,1,119,15894,583093,0.027258087
6401,0,1,2,1,119,25447,583093,0.043641409
6402,0,1,3,1,119,7403,583093,0.012696088
6403,0,2,1,2,119,2198,583093,0.003769553
6404,0,2,2,2,119,3459,583093,0.005932158
6405,0,2,3,2,119,18701,583093,0.032072071
6406,0,3,1,2,119,1819,583093,0.003119571
6407,0,3,2,2,119,2693,583093,0.004618474
6408,0,3,3,2,119,12345,583093,0.02117158
6409,0,4,1,2,119,3974,583093,0.006815379
6410,0,4,2,2,119,4985,583093,0.008549237
6411,0,4,3,2,119,14642,583093,0.025110917
6412,0,5,1,2,119,2830,583093,0.004853428
6413,0,5,2,2,119,2009,583093,0.00344542
6414,0,5,3,2,119,5930,583093,0.010169904
6415,0,2,1,3,119,15345,583093,0.026316557
6416,0,2,2,3,119,14010,583093,0.024027042
6417,0,2,3,3,119,18669,583093,0.032017191
6418,0,3,1,3,119,12703,583093,0.021785547
6419,0,3,2,3,119,10906,583093,0.018703706
6420,0,3,3,3,119,12323,583093,0.02113385
6421,0,4,1,3,119,27750,583093,0.047591036
6422,0,4,2,3,119,20190,583093,0.034625694
6423,0,4,3,3,119,14617,583093,0.025068042
6424,0,5,1,3,119,19759,583093,0.033886533
6425,0,5,2,3,119,8137,583093,0.013954892
6426,0,5,3,3,119,5920,583093,0.010152754
6427,1,1,1,1,120,12219,550292,0.022204575
6428,1,1,2,1,120,10980,550292,0.019953043
6429,1,1,3,1,120,3809,550292,0.00692178
6430,1,2,1,2,120,5277,550292,0.009589454
6431,1,2,2,2,120,7032,550292,0.01277867
6432,1,2,3,2,120,18692,550292,0.033967421
6433,1,3,1,2,120,4782,550292,0.008689932
6434,1,3,2,2,120,6671,550292,0.012122655
6435,1,3,3,2,120,23231,550292,0.042215769
6436,1,4,1,2,120,5933,550292,0.010781549
6437,1,4,2,2,120,11578,550292,0.021039739
6438,1,4,3,2,120,45632,550292,0.082923248
6439,1,5,1,2,120,2324,550292,0.004223212
6440,1,5,2,2,120,4484,550292,0.008148401
6441,1,5,3,2,120,16308,550292,0.029635176
